"transferred_to_FWSpecies_date","transfer_notes","Valid_in_Gbif_refuge_YY_NN_","Found_in_FWSpecies_Y_N_","Category","Scientific_Name","rank","Origin","authority","TSN","accepted_tsn","accepted_latin","duplicate","usage","unaccept_reason","comments","vernacularName","dateFirstObserved","extirpated","inaturalistobs","arctosGUID","notes_distribution","notes_taxonomic","notes_biology","kingdom","division","phylum","class","Order","suborder","Family","subfamily","genus","evidence_URL"
"","","?Y","","","Muscidae sp. cf. DRYAS21764-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239543"
"","","?Y","","","Muscidae sp. SlikokOtu1343","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240726"
"","","?Y","","","Muscidae sp. SlikokOtu1551","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240727"
"","","?Y","","","Muscidae sp. SlikokOtu1959","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240138"
"","","?Y","","","Muscidae sp. SlikokOtu2163","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239517"
"","","?Y","","","Muscidae sp. SlikokOtu2218","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239884"
"","","?Y","","","Muscidae sp. SlikokOtu2240","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240140"
"","","?Y","","","Muscidae sp. SlikokOtu367","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238776"
"","","?Y","","","Muscidae sp. SlikokOtu836","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238777"
"","","?Y","","","Muscidae sp. SlikokOtu843","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238903"
"","","?Y","","","Muscidae sp. SlikokOtu931","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238904"
"","","?Y","","","Mycetophila abiecta","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240911"
"","","?Y","","","Mycetophila alea","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240462"
"","","?Y","","","Mycetophila cruciator","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239585"
"","","?Y","","","Mycetophila luctuosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240507"
"","","?Y","","","Mycetophila ocellus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240913"
"","","?Y","","","Mycetophila sp. BOLD:ACC2284","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239313"
"","","?Y","","","Mycetophila sp. BOLD:ACI4626","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239663"
"","","?Y","","","Mycetophila sp. BOLD:ACI5110","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238891"
"","","?Y","","","Mycetophila sp. BOLD:ACJ8367","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240823"
"","","?Y","","","Mycetophila sp. BOLD:ACM0447","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239979"
"","","?Y","","","Mycetophila sp. CJB4","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239584"
"","","?Y","","","Mycetophila sp. SlikokOtu1552","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240910"
"","","?Y","","","Mycetophilidae sp. BOLD:ADH8013","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239665"
"","","?Y","","","Mycetophilidae sp. CNFNN233-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239980"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1043","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240141"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1126","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239694"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1188","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240838"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1620","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239695"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1715","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239982"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239292"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1748","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239697"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1749","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239984"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1778","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240326"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240916"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1876","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239699"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1922","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239985"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1936","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239784"
"","","?Y","","","Mycetophilidae sp. SlikokOtu1947","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239700"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2079","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239014"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2080","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239015"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2121","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239293"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2179","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239986"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2180","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240014"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2182","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240015"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2186","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240016"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2215","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239886"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2232","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239702"
"","","?Y","","","Mycetophilidae sp. SlikokOtu2245","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240142"
"","","?Y","","","Mycetophilidae sp. SlikokOtu437","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240839"
"","","?Y","","","Mycetophilidae sp. SlikokOtu500","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238784"
"","","?Y","","","Mycetophilidae sp. SlikokOtu557","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239721"
"","","?Y","","","Mycetophilidae sp. SlikokOtu700","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238714"
"","","?Y","","","Mycetophilidae sp. SlikokOtu834","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240143"
"","","?Y","","","Mycetophilidae sp. SlikokOtu882","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239016"
"","","?Y","","","Mycetophilidae sp. SSJAA208-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239294"
"","","?Y","","","Mycomya maculata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239728"
"","","?Y","","","Mycomya nitida","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239164"
"","","?Y","","","Mycomya pulchella","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240115"
"","","?Y","","","Mycomya shermani","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239888"
"","","?Y","","","Mycomya sp. BOLD:AAG4937","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239931"
"","","?Y","","","Mycomya sp. BOLD:AAK8903","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239797"
"","","?Y","","","Mycomya sp. BOLD:ACV7821","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240349"
"","","?Y","","","Mycomya sp. SlikokOtu1355","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239017"
"","","?Y","","","Mycomya sp. SlikokOtu1450","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240145"
"","","?Y","","","Mycomya sp. SlikokOtu1533","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240277"
"","","?Y","","","Mycomya sp. SlikokOtu1610","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239346"
"","","?Y","","","Mycomya sp. SlikokOtu1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240328"
"","","?Y","","","Mycomya sp. SlikokOtu1998","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240683"
"","","?Y","","","Mycomya sp. SlikokOtu574","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239018"
"","","?Y","","","Mycomya sp. SlikokOtu659","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239019"
"","","?Y","","","Mycomya sp. SlikokOtu770","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239020"
"","","?Y","","","Mydaea furtiva","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240732"
"","","?Y","","","Mydaea obscurella","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240092"
"","","?Y","","","Mylia taylorii","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11714"
"","","?Y","","","Myospila meditabunda","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240589"
"","","?Y","","","Nabicula nigrovittata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239478"
"","","?Y","","","Nabis americoferus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240146"
"","","?Y","","","Natarsia punctata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239390"
"","","?Y","","","Nearctaphis kachena","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240058"
"","","?Y","","","Nematinae sp. SlikokOtu734","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239264"
"","","?Y","","","Nematinae sp. SlikokOtu805","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238988"
"","","?Y","","","Nematus leucopyga","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239165"
"","","?Y","","","Neoleria sp. BOLD:ACL9363","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240825"
"","","?Y","","","Neotelphusa praefixa","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240942"
"","","?Y","","","Neotylenchidae sp. SlikokOtu2291","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240350"
"","","?Y","","","Nephroma resupinatum","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:12252"
"","","?Y","","","Neuratelia sp. BOLD:ACJ0780","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240302"
"","","?Y","","","Nothodelphax sp. BOLD:ACK4869","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238618"
"","","?Y","","","Nothodelphax sp. BOLD:ACU5128","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239534"
"","","?Y","","","Ochlerotatus diantaeus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239559"
"","","?Y","","","Ochlerotatus excrucians","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238593"
"","","?Y","","","Ochlerotatus fitchii","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239815"
"","","?Y","","","Ochlerotatus hexodontus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239484"
"","","?Y","","","Ochlerotatus intrudens","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239066"
"","","?Y","","","Ochlerotatus pionips","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239447"
"","","?Y","","","Ochlerotatus punctor","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239506"
"","","?Y","","","Oncophanes sp. BOLD:AAH2152","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240943"
"","","?Y","","","Orthocentrinae sp. BOLD:AAG0380","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240842"
"","","?Y","","","Orthocentrinae sp. BOLD:AAG0955","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238895"
"","","?Y","","","Orthocentrinae sp. BOLD:AAG0965","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239106"
"","","?Y","","","Orthocentrinae sp. BOLD:AAH1785","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238716"
"","","?Y","","","Orthocentrinae sp. BOLD:AAQ2967","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240633"
"","","?Y","","","Orthocentrinae sp. BOLD:AAU9199","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240031"
"","","?Y","","","Orthocentrinae sp. BOLD:AAU9320","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238619"
"","","?Y","","","Orthocentrinae sp. BOLD:ACD3807","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240147"
"","","?Y","","","Orthocentrinae sp. BOLD:ACF6482","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238677"
"","","?Y","","","Orthocentrinae sp. BOLD:ACI7070","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239599"
"","","?Y","","","Orthocentrinae sp. SlikokOtu737","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240279"
"","","?Y","","","Orthocentrus sp. BBHYE562-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240533"
"","","?Y","","","Orthocentrus sp. OPPQG1460-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240803"
"","","?Y","","","Orthocladiinae sp. BOLD:AAN5397","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239547"
"","","?Y","","","Orthocladiinae sp. BOLD:AAV6023","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239350"
"","","?Y","","","Orthocladiinae sp. BOLD:ACC1222","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240843"
"","","?Y","","","Orthocladiinae sp. BOLD:ACC2898","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239265"
"","","?Y","","","Orthocladiinae sp. BOLD:ACL6277","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238989"
"","","?Y","","","Orthocladiinae sp. BOLD:ADC8193","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238990"
"","","?Y","","","Orthomiscus unicinctus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238717"
"","","?Y","","","Pachynematus albipennis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239052"
"","","?Y","","","Pachynematus sp. BOLD:ACR7759","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240280"
"","","?Y","","","Pachynematus sp. SlikokOtu1648","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240093"
"","","?Y","","","Pantorhaestes xanthostomus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239202"
"","","?Y","","","Paraleucobryum enerve","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11615"
"","","?Y","","","Paraphaenocladius impensus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238906"
"","","?Y","","","Paratanytarsus sp. BOLD:ACD0044","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240573"
"","","?Y","","","Paratanytarsus sp. BOLD:ACR4469","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238907"
"","","?Y","","","Parochlus sp. BOLD:ACK4643","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239674"
"","","?Y","","","Parornix obliterella","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238968"
"","","?Y","","","Pauesia sp. BOLD:AAN5124","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240733"
"","","?Y","","","Pauesia sp. CNFNS993-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239654"
"","","?Y","","","Pauesia sp. SlikokOtu1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239655"
"","","?Y","","","Pauesia sp. SlikokOtu139","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240509"
"","","?Y","","","Pauesia sp. SlikokOtu597","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239656"
"","","?Y","","","Pegomya geniculata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239600"
"","","?Y","","","Pegomya notabilis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240032"
"","","?Y","","","Pegomya sp. BOLD:AAG2464","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239866"
"","","?Y","","","Pelegrina montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240282"
"","","?Y","","","Peltigera conspersa nom. prov.","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:12101"
"","","?Y","","","Peltigera occidentalis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:12162"
"","","?Y","","","Periscepsia clesides","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240463"
"","","?Y","","","Phaenopsectra punctipes","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240402"
"","","?Y","","","Phaonia apicalis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240156"
"","","?Y","","","Phasia robertsonii","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240173"
"","","?Y","","","Pherbellia sp. SlikokOtu405","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238960"
"","","?Y","","","Philodromus sp. BOLD:AAA9991","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239213"
"","","?Y","","","Phora carlina","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240061"
"","","?Y","","","Phora occidentata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240895"
"","","?Y","","","Phora sp. BOLD:AAG3238","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240865"
"","","?Y","","","Phora sp. BOLD:ACB0980","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240033"
"","","?Y","","","Phoridae sp. BOLD:AAP6413","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240734"
"","","?Y","","","Phoridae sp. SlikokOtu2333","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240735"
"","","?Y","","","Phronia nigripalpis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240492"
"","","?Y","","","Phronia sp. BOLD:ABX4956","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238908"
"","","?Y","","","Phronia sp. BOLD:ACK6383","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240491"
"","","?Y","","","Phronia sp. BOLD:ACL4028","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240534"
"","","?Y","","","Phronia sp. SlikokOtu1783","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240535"
"","","?Y","","","Phylloneta impressa","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238969"
"","","?Y","","","Phyllonorycter junoniella","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238620"
"","","?Y","","","Physcia cfr tenella","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11983"
"","","?Y","","","Physconia cfr orbicularis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11984"
"","","?Y","","","Phytosciara flavipes","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239704"
"","","?Y","","","Phytoseiidae sp. SlikokOtu1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240252"
"","","?Y","","","Pica hudsonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWRObs:Bird:214"
"","","?Y","","","Picinae","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWRObs:Bird:15"
"","","?Y","","","Pikonema alaskense","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238927"
"","","?Y","","","Pikonema sp. BOLD:AAG3548","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239681"
"","","?Y","","","Pikonema sp. SlikokOtu1057","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239682"
"","","?Y","","","Pikonema sp. SlikokOtu1509","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239683"
"","","?Y","","","Pikonema sp. SlikokOtu808","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239684"
"","","?Y","","","Pimplinae sp. BOLD:AAU9861","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239845"
